pre_path,post_path,mapping_status,mapping_source,site_section,page_group,content_group,page_type,page_name,xlsx_notes,pre_in_crawl,pre_word_count,pre_indexable,pre_title,pre_h1,pre_has_text,pre_has_source,pre_has_embedding,post_in_crawl,post_word_count,post_indexable,post_title,post_h1,post_has_text,post_has_source,post_has_embedding
/vacation-packages/disney/disney-cruise-line,/vacation-packages/cruises/disney-cruise-line,SAME,XLSX,Vacation Packages,Tour Supplier,Vacation Packages,Supplier,Disney Cruise,,TRUE,,Indexable,Disney Cruise Line | AMA Travel,Disney Cruise Line,TRUE,TRUE,TRUE,TRUE,203,Non-Indexable,AMA Travel Website,,TRUE,TRUE,FALSE
/travel-medical-insurance/snowbird,/travel-insurance/snowbird,CHANGED,XLSX,Travel Insurance,Insurance,Insurance,Detail,Snowbird Insurance,,TRUE,,Indexable,Snowbird Travel Insurance Plans & Quotes | AMA Travel,Snowbird Travel Medical Insurance Benefits,TRUE,TRUE,TRUE,TRUE,203,Non-Indexable,AMA Travel Website,,TRUE,TRUE,FALSE
/articles/best-golf-courses-nw-ireland,/articles/best-golf-courses-nw-ireland,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,10 Best Golf Courses in Ireland’s Northwest | AMA Travel,10 Best Golf Courses in Ireland’s Northwest,TRUE,TRUE,TRUE,TRUE,1846,Indexable,10 Best Golf Courses in Ireland’s Northwest,10 Best Golf Courses in Ireland’s Northwest,TRUE,TRUE,TRUE
/articles/must-see-spots-jasper-national-park,/articles/must-see-spots-jasper-national-park,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,10 Must-See Spots in Jasper National Park | AMA Travel,10 Must-See Spots in Jasper National Park,TRUE,TRUE,TRUE,TRUE,2673,Indexable,10 Things to Do in Jasper National Park,10 Things to Do in Jasper National Park,TRUE,TRUE,TRUE
/articles/10-questions-when-planning-your-destination-wedding,/articles/10-questions-when-planning-your-destination-wedding,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,10 Questions To Ask Yourself When Planning Your Destination Wedding,10 Questions To Ask Yourself When Planning Your Destination Wedding,TRUE,TRUE,TRUE,TRUE,1088,Indexable,10 Questions To Ask When Planning Your Destination Wedding,10 Questions To Ask Yourself When Planning Your Destination Wedding,TRUE,TRUE,TRUE
/articles/11-things-didnt-know-you-could-do-asia,/articles/11-things-didnt-know-you-could-do-asia,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,11 Things You Didn’t Know You Could Do in Asia | AMA Travel,11 Things You Didn’t Know You Could Do in Asia,TRUE,TRUE,TRUE,TRUE,1368,Indexable,11 Things You Didn’t Know You Could Do in Asia,11 Things You Didn’t Know You Could Do in Asia,TRUE,TRUE,TRUE
/articles/royal-caribbeans-symphony-of-the-seas-a-fantastic-family-retreat,/articles/royal-caribbeans-symphony-of-the-seas-a-fantastic-family-retreat,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,12 family activities on a Symphony of the Seas Cruise | AMA Travel,Royal Caribbean’s Symphony of the Seas – A Fantastic Family Retreat,TRUE,TRUE,TRUE,TRUE,2655,Indexable,12 Family Activities on a Symphony of the Seas Cruise,Royal Caribbean’s Symphony of the Seas – A Fantastic Family Retreat,TRUE,TRUE,TRUE
/articles/california-road-trip-stops,/articles/california-road-trip-stops,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,12 Places to Stop on California’s Pacific Coast Highway | AMA Travel,12 Road Trip Stops on California’s Pacific Coast Highway,TRUE,TRUE,TRUE,TRUE,1496,Indexable,California Coast Road Trip Itinerary (12 Stops),California Coast Road Trip Itinerary,TRUE,TRUE,TRUE
/articles/must-visit-wyoming-parks,/articles/must-visit-wyoming-parks,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,14 Must-Visit Parks in Wyoming (that aren’t Yellowstone) | AMA Travel,14 Must-Visit Parks in Wyoming (that aren’t Yellowstone),TRUE,TRUE,TRUE,TRUE,2731,Indexable,14 Must-Visit Parks in Wyoming (That Aren’t Yellowstone),14 Must-Visit Parks in Wyoming (That Aren’t Yellowstone),TRUE,TRUE,TRUE
/articles/must-eat-places-in-jasper,/articles/must-eat-places-in-jasper,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,14 Restaurants in Jasper You Must Try | AMA Travel,14 Must-Eat Places in Jasper National Park,TRUE,TRUE,TRUE,TRUE,1180,Indexable,10 Restaurants in Jasper You Must Try,10 Must-Eat Places in Jasper National Park,TRUE,TRUE,TRUE
/articles/17-fast-facts-about-dominican-republic,/articles/17-fast-facts-about-dominican-republic,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,17 Fast Facts About the Dominican Republic | AMA Travel,17 Fast Facts About the Dominican Republic,TRUE,TRUE,TRUE,TRUE,1538,Indexable,17 Interesting Facts About the Dominican Republic,17 Fun Facts About the Dominican Republic,TRUE,TRUE,TRUE
/articles/4-reasons-albertans-love-utah,/articles/4-reasons-albertans-love-utah,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,4 Reasons Albertans Love Utah | AMA Travel,4 Reasons Albertans Love Utah,TRUE,TRUE,TRUE,TRUE,2508,Indexable,4 Reasons Albertans Love Utah,4 Reasons Albertans Love Utah,TRUE,TRUE,TRUE
/articles/4-reasons-you-need-pet-travel-medical-insurance,/articles/4-reasons-you-need-pet-travel-medical-insurance,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,4 Reasons You Need Pet Travel Medical Insurance | AMA Travel,4 Reasons You Need Pet Travel Medical Insurance,TRUE,TRUE,TRUE,TRUE,734,Indexable,4 Reasons You Need Pet Travel Medical Insurance,4 Reasons You Need Pet Travel Medical Insurance,TRUE,TRUE,TRUE
/articles/5-great-jamaica-excursions,/articles/5-great-jamaica-excursions,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,5 Great Jamaica Excursions | AMA Travel,5 Great Jamaica Excursions,TRUE,TRUE,TRUE,TRUE,2117,Indexable,5 Great Jamaica Excursions,5 Great Jamaica Excursions,TRUE,TRUE,TRUE
/articles/winter-activities-in-jasper,/articles/winter-activities-in-jasper,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,5 Must-Do Winter Activities in Jasper | AMA Travel,5 Winter Must-Do’s in Jasper,TRUE,TRUE,TRUE,TRUE,2414,Indexable,5 Must-Do Winter Activities in Jasper,5 Winter Must-Do’s in Jasper,TRUE,TRUE,TRUE
/articles/disney-parks-5-little-tips-that-make-a-big-difference,/articles/disney-parks-5-little-tips-that-make-a-big-difference,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,5 Tips for the Best Disney Experience,Disney Parks 5 Little Tips that Make a Big Difference,TRUE,TRUE,TRUE,TRUE,2227,Indexable,5 Tips for the Best Disney Experience,Disney Parks 5 Little Tips that Make a Big Difference,TRUE,TRUE,TRUE
/articles/best-self-care-in-jasper,/articles/best-self-care-in-jasper,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,6 Steps to the Best Self Care in Jasper | AMA Travel,6 Steps to the Best Self Care in Jasper,TRUE,TRUE,TRUE,TRUE,2614,Indexable,AMA Travel Website,6 Steps to the Best Self Care in Jasper,TRUE,TRUE,TRUE
/articles/hidden-upcoming-florida-activities-expert,/articles/hidden-upcoming-florida-activities-expert,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,7 Experiences Too Many Albertans Miss on a Trip to Florida | AMA Travel,"If You Already Know About These Hidden and Upcoming Florida Activities, You’re a Florida Expert",TRUE,TRUE,TRUE,TRUE,2710,Indexable,7 Experiences Too Many Albertans Miss on a Trip to Florida,"If You Already Know About These Hidden and Upcoming Florida Activities, You’re a Florida Expert",TRUE,TRUE,TRUE
/articles/7-quick-tips-for-a-getaway-to-las-vegas,/articles/7-quick-tips-for-a-getaway-to-las-vegas,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,7 Quick Tips for a Getaway in Vegas | AMA Travel,7 Quick Tips for a Getaway to Las Vegas,TRUE,TRUE,TRUE,TRUE,2770,Indexable,7 Quick Tips for a Getaway in Vegas,7 Quick Tips for a Getaway to Las Vegas,TRUE,TRUE,TRUE
/articles/7-reasons-albertans-love-nevada,/articles/7-reasons-albertans-love-nevada,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,7 Reasons Albertans Love Nevada | AMA Travel,7 Reasons Albertans Love Nevada,TRUE,TRUE,TRUE,TRUE,1155,Indexable,7 Reasons Albertans Love Nevada,7 Reasons Albertans Love Nevada,TRUE,TRUE,TRUE
/articles/7-vacations-travellers-book-in-fall-winter,/articles/7-vacations-travellers-book-in-fall-winter,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,7 Vacations to Book Far in Advance | AMA Travel,7 Vacations That Clever Travellers Book Far in Advance – Fall/Winter Edition,TRUE,TRUE,TRUE,TRUE,2609,Indexable,AMA Travel Website,7 Vacations That Clever Travellers Book Far in Advance – Fall/Winter Edition,TRUE,TRUE,TRUE
/articles/7-ways-labour-day-long-weekend-alberta,/articles/7-ways-labour-day-long-weekend-alberta,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,7 Ways to Not Waste the Labour Day Long Weekend in Alberta,7 Ways to Not Waste the Labour Day Long Weekend in Alberta,TRUE,TRUE,TRUE,TRUE,2603,Indexable,7 Ways to Not Waste the Labour Day Long Weekend in Alberta,7 Ways to Not Waste the Labour Day Long Weekend in Alberta,TRUE,TRUE,TRUE
/articles/spend-the-holidays-in-jasper,/articles/spend-the-holidays-in-jasper,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,7 Ways to Spend the Holidays in Jasper | AMA Travel,7 Ways to Spend the Holidays in Jasper,TRUE,TRUE,TRUE,TRUE,2388,Indexable,7 Ways to Spend the Holidays in Jasper,7 Ways to Spend the Holidays in Jasper,TRUE,TRUE,TRUE
/articles/disney-world-double-your-daily-rides,/articles/disney-world-double-your-daily-rides,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,8 Tricks to Double Your Daily Attractions at Walt Disney World | AMA Travel,How to Double Your Daily Rides at Walt Disney World,TRUE,TRUE,TRUE,TRUE,2528,Indexable,8 Tips to Double Your Daily Attractions at Walt Disney World,How to Double Your Daily Rides at Walt Disney World,TRUE,TRUE,TRUE
/articles/out-of-office-emails,/articles/out-of-office-emails,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,9 Out-Of-Office Emails for Every Kind of Vacationer | AMA Travel,9 Out-Of-Office Emails for Every Kind of Vacationer,TRUE,TRUE,TRUE,TRUE,1982,Indexable,13 Vacation Out-of-Office Message,13 Vacation Out-of-Office Messages,TRUE,TRUE,TRUE
/articles/9-things-you-should-know-before-travelling-to-cuba,/articles/9-things-you-should-know-before-travelling-to-cuba,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,9 Things You Should Know Before Travelling to Cuba | AMA Travel,9 Things You Should Know Before Travelling to Cuba,TRUE,TRUE,TRUE,TRUE,3038,Indexable,9 Things To Know Before Travelling to Cuba from Canada,9 Things To Know Before Travelling to Cuba from Canada,TRUE,TRUE,TRUE
/articles/top-wards-in-tokyo,/articles/top-wards-in-tokyo,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,9 Tokyo Districts and What to See in Each | AMA Travel,The Top 9 Wards to Visit in Tokyo,TRUE,TRUE,TRUE,TRUE,2529,Indexable,9 Tokyo Districts and What to See in Each,The Top 9 Wards to Visit in Tokyo,TRUE,TRUE,TRUE
/articles/guide-to-croatia,/articles/guide-to-croatia,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner’s Guide to Croatia | AMA Travel,A Beginner’s Guide to Croatia,TRUE,TRUE,TRUE,TRUE,1781,Indexable,A Beginner’s Guide to Croatia,A Beginner’s Guide to Croatia,TRUE,TRUE,TRUE
/articles/guide-to-france,/articles/guide-to-france,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner’s Guide to France | AMA Travel,A Beginners Travel Guide to France,TRUE,TRUE,TRUE,TRUE,2209,Indexable,A Beginner’s Guide to France,A Beginners Travel Guide to France,TRUE,TRUE,TRUE
/articles/alberta-ice-fishing,/articles/alberta-ice-fishing,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner’s Guide to Ice Fishing in Alberta | AMA Travel,A Beginner’s Guide to Ice Fishing in Alberta,TRUE,TRUE,TRUE,TRUE,1603,Indexable,A Beginner’s Guide to Ice Fishing in Alberta,A Beginner’s Guide to Ice Fishing in Alberta,TRUE,TRUE,TRUE
/articles/south-dakota-guide,/articles/south-dakota-guide,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner’s Guide to South Dakota | AMA Travel,A Beginner’s Guide to South Dakota,TRUE,TRUE,TRUE,TRUE,2628,Indexable,A Beginner’s Guide to South Dakota,A Beginner’s Guide to South Dakota,TRUE,TRUE,TRUE
/articles/guide-to-germany,/articles/guide-to-germany,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner’s Guide to Travelling in Germany | AMA Travel,A Beginner’s Guide to Travelling in Germany,TRUE,TRUE,TRUE,TRUE,2267,Indexable,A Beginner’s Guide to Travelling in Germany,A Beginner’s Guide to Travelling in Germany,TRUE,TRUE,TRUE
/articles/guide-to-netherlands,/articles/guide-to-netherlands,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner’s Guide to Travelling the Netherlands | AMA Travel,Our Beginners Guide to the Netherlands,TRUE,TRUE,TRUE,TRUE,2852,Indexable,The Netherlands Travel Guide for Beginners,The Netherlands Travel Guide for Beginners,TRUE,TRUE,TRUE
/articles/guide-to-united-kingdom,/articles/guide-to-united-kingdom,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner’s Guide to Visiting the UK - AMA Travel,A Beginners Guide to Travelling the United Kingdom,TRUE,TRUE,TRUE,TRUE,2232,Indexable,A Beginner’s Guide to Visiting the UK,A Beginners Guide to Travelling the United Kingdom,TRUE,TRUE,TRUE
/articles/guide-to-nevada,/articles/guide-to-nevada,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A beginner's guide to Nevada: How to have a gold-star trip to the Silver State | AMA Travel,Beginner’s Guide to Nevada,TRUE,TRUE,TRUE,TRUE,2223,Indexable,Guide to Nevada: Have a Gold-Star Trip to the Silver State,Beginner’s Guide to Nevada,TRUE,TRUE,TRUE
/articles/beginners-guide-to-activities-in-arizona,/articles/beginners-guide-to-activities-in-arizona,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner's Guide to Vacationing in Arizona | AMA Travel,A Beginner's Guide to Vacationing in Arizona,TRUE,TRUE,TRUE,TRUE,3066,Indexable,A Beginner's Guide to Vacationing in Arizona,A Beginner's Guide to Vacationing in Arizona,TRUE,TRUE,TRUE
/articles/guide-to-scotland,/articles/guide-to-scotland,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginner's Travel Guide to Scotland | AMA Travel,A Beginners Travel Guide to Scotland,TRUE,TRUE,TRUE,TRUE,1654,Indexable,A Beginner's Travel Guide to Scotland,A Beginners Travel Guide to Scotland,TRUE,TRUE,TRUE
/articles/guide-to-ireland,/articles/guide-to-ireland,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginners Travel Guide to Ireland | AMA Travel,A Comprehensive Travel Guide to Ireland,TRUE,TRUE,TRUE,TRUE,1780,Indexable,A Beginner's Travel Guide to Ireland,A Comprehensive Travel Guide to Ireland,TRUE,TRUE,TRUE
/articles/guide-to-los-cabos,/articles/guide-to-los-cabos,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginners Travel Guide to Los Cabos | AMA Travel,A Beginners Travel Guide to Los Cabos,TRUE,TRUE,TRUE,TRUE,2825,Indexable,Los Cabos Travel Guide,Los Cabos Travel Guide,TRUE,TRUE,TRUE
/articles/guide-to-portugal,/articles/guide-to-portugal,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginners Travel Guide to Portugal | AMA Travel,A Beginners Travel Guide to Portugal,TRUE,TRUE,TRUE,TRUE,2435,Indexable,A Beginner's Travel Guide to Portugal,A Beginners Travel Guide to Portugal,TRUE,TRUE,TRUE
/articles/guide-to-spain,/articles/guide-to-spain,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Beginners Travel Guide to Spain | AMA Travel,A Beginners Travel Guide to Spain,TRUE,TRUE,TRUE,TRUE,2715,Indexable,A Beginner's Travel Guide to Spain,A Beginners Travel Guide to Spain,TRUE,TRUE,TRUE
/articles/a-comprehensive-guide-to-england,/articles/a-comprehensive-guide-to-england,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Comprehensive Guide to England | AMA Travel,A Comprehensive Guide to England,TRUE,TRUE,TRUE,TRUE,2443,Indexable,A Comprehensive Guide to England,A Comprehensive Guide to England,TRUE,TRUE,TRUE
/articles/a-comprehensive-guide-to-hawaiis-big-island,/articles/a-comprehensive-guide-to-hawaiis-big-island,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Comprehensive Guide to Hawaii’s Big Island | AMA Travel,A Comprehensive Guide to Hawaii's Big Island,TRUE,TRUE,TRUE,TRUE,1503,Indexable,Hawaii's Big Island Travel Guide,Hawaii’s Big Island Travel Guide,TRUE,TRUE,TRUE
/articles/a-comprehensive-guide-to-jamaica,/articles/a-comprehensive-guide-to-jamaica,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Comprehensive Guide to Jamaica | AMA Travel,A Comprehensive Guide to Jamaica,TRUE,TRUE,TRUE,TRUE,1416,Indexable,A Comprehensive Guide to Jamaica,A Comprehensive Guide to Jamaica,TRUE,TRUE,TRUE
/articles/a-comprehensive-guide-to-molokai,/articles/a-comprehensive-guide-to-molokai,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Comprehensive Guide to Molokai | AMA Travel,A Comprehensive Guide to Hawaii's Molokai Island,TRUE,TRUE,TRUE,TRUE,1222,Indexable,AMA Travel Website,A Comprehensive Guide to Hawaii's Molokai Island,TRUE,TRUE,TRUE
/articles/florida-road-trip-cape-canaveral-to-orlando,/articles/florida-road-trip-cape-canaveral-to-orlando,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Florida Road Trip to Cape Canaveral From Orlando | AMA Travel,A Florida Road Trip to Cape Canaveral From Orlando,TRUE,TRUE,TRUE,TRUE,2548,Indexable,A Florida Road Trip to Cape Canaveral From Orlando,A Florida Road Trip to Cape Canaveral From Orlando,TRUE,TRUE,TRUE
/articles/yellowstone-national-park-campgrounds,/articles/yellowstone-national-park-campgrounds,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Guide to Camping in Yellowstone National Park | AMA Travel,All the best campgrounds in Yellowstone National Park,TRUE,TRUE,TRUE,TRUE,1685,Indexable,A Guide to Camping in Yellowstone National Park,All the Best Campgrounds in Yellowstone National Park,TRUE,TRUE,TRUE
/articles/magical-christmas-at-disney-parks,/articles/magical-christmas-at-disney-parks,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Magical Christmas at Disney Parks | AMA Travel,A Magical Christmas at Disney Parks,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,FALSE,FALSE
/articles/lake-tahoe-nevada-road-trip,/articles/lake-tahoe-nevada-road-trip,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Perfect Weekend Road Trip to Lake Tahoe | AMA Travel,The Great Lake Tahoe Road Trip in Nevada,TRUE,TRUE,TRUE,TRUE,2619,Indexable,A Perfect Weekend Road Trip to Lake Tahoe,The Great Lake Tahoe Road Trip in Nevada,TRUE,TRUE,TRUE
/articles/snowbird-guide-rv-nevada,/articles/snowbird-guide-rv-nevada,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Snowbird’s Guide to RVing in Nevada | AMA Travel,A Snowbird’s Guide to RVing in Nevada,TRUE,TRUE,TRUE,TRUE,2581,Indexable,A Snowbird’s Guide to RVing in Nevada,A Snowbird’s Guide to RVing in Nevada,TRUE,TRUE,TRUE
/articles/sport-enthusiast-guide-anaheim,/articles/sport-enthusiast-guide-anaheim,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,A Sports Enthusiast’s Guide to Anaheim | AMA Travel,A Sports Enthusiast’s Guide to Anaheim,TRUE,TRUE,TRUE,TRUE,2620,Indexable,A Sports Enthusiast’s Guide to Anaheim,A Sports Enthusiast’s Guide to Anaheim,TRUE,TRUE,TRUE
/articles/aaa-caa-diamond-rating-program,/articles/aaa-caa-diamond-rating-program,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,AAA/CAA Diamond-Rating Program,AAA/CAA Diamond-Rating Program,TRUE,TRUE,TRUE,TRUE,1958,Indexable,AAA/CAA Diamond-Rating Program,AAA/CAA Diamond-Rating Program,TRUE,TRUE,TRUE
/about-us,/about-us,SAME,XLSX,General Top Level,Main,Brand,Informational Page,About Us,,TRUE,,Indexable,About AMA Travel & Our History,Our Travel Story,TRUE,TRUE,TRUE,TRUE,686,Indexable,About AMA Travel & Our History,Our Travel Story Begins with the drive to explore,TRUE,TRUE,TRUE
/vacation-packages/travel-styles/adventure,/vacation-packages/adventure,CHANGED,XLSX,Vacation Packages,Travel Styles,Vacation Packages,Collection Page,Vacation Packages (Adventure),,TRUE,,Indexable,Adventure Travel & Vacation Packages | AMA Travel,Adventure Vacations,TRUE,TRUE,TRUE,TRUE,1461,Indexable,Adventure Vacation Packages & Tours,Adventure Travel Starts Here,TRUE,TRUE,FALSE
/vacation-packages/disney/adventures-by-disney,/vacation-packages/disney/adventures-by-disney,SAME,XLSX,Vacation Packages,Tour Supplier,Vacation Packages,Supplier,Adventures by Disney,,TRUE,,Indexable,Adventures by Disney | AMA Travel,Adventures by Disney,TRUE,TRUE,TRUE,TRUE,1269,Indexable,AMA Travel Website,Adventures by Disney,TRUE,TRUE,FALSE
/air-canada/vacations,/vacation-packages/air-canada-vacations,SAME,XLSX,Vacation Packages,Tour Supplier,Vacation Packages,Supplier,Air Canada Vacations,,TRUE,,Indexable,Air Canada Vacations | AMA Travel,Air Canada Vacation Packages,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,FALSE,FALSE
/articles/alberta-big-things-grande-prairie-loop,/articles/alberta-big-things-grande-prairie-loop,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta Big Things Road Trip - Grande Prairie Loop | AMA Travel,Alberta's Big Things Around Grande Prairie,TRUE,TRUE,TRUE,TRUE,2181,Indexable,Alberta Big Things Road Trip - Grande Prairie Loop,Alberta's Big Things Around Grande Prairie,TRUE,TRUE,TRUE
/articles/alberta-big-things-north-east-calgary,/articles/alberta-big-things-north-east-calgary,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta Big Things Road Trip - North East Calgary | AMA Travel,Alberta’s Big Things Northeast of Calgary,TRUE,TRUE,TRUE,TRUE,2342,Indexable,Alberta Big Things Road Trip - North East Calgary,Alberta’s Big Things Northeast of Calgary,TRUE,TRUE,TRUE
/articles/alberta-big-things-north-east-edmonton,/articles/alberta-big-things-north-east-edmonton,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta Big Things Road Trip - North East Edmonton | AMA Travel,Alberta’s Big Things Northeast of Edmonton,TRUE,TRUE,TRUE,TRUE,2263,Indexable,Alberta Big Things Road Trip - North East Edmonton,Alberta’s Big Things Northeast of Edmonton,TRUE,TRUE,TRUE
/articles/alberta-big-things-north-west-edmonton,/articles/alberta-big-things-north-west-edmonton,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta Big Things Road Trip - North West Edmonton | AMA Travel,Alberta’s Big Things Northwest of Edmonton,TRUE,TRUE,TRUE,TRUE,2218,Indexable,Alberta Big Things Road Trip - North West Edmonton,Alberta’s Big Things Northwest of Edmonton,TRUE,TRUE,TRUE
/articles/alberta-big-things-south-east-edmonton,/articles/alberta-big-things-south-east-edmonton,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta Big Things Road Trip - South East Edmonton | AMA Travel,Alberta’s Big Things Southeast of Edmonton,TRUE,TRUE,TRUE,TRUE,2396,Indexable,Alberta Big Things Road Trip - South East Edmonton,Alberta’s Big Things Southeast of Edmonton,TRUE,TRUE,TRUE
/articles/alberta-big-things-south-east-calgary,/articles/alberta-big-things-south-east-calgary,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta Big Things Road Trip | South East Calgary,Alberta’s Big Things Southeast of Calgary,TRUE,TRUE,TRUE,TRUE,913,Indexable,Alberta Big Things Road Trip - South East Calgary,Alberta’s Big Things Southeast of Calgary,TRUE,TRUE,TRUE
/vacation-destinations/north-america/canada/alberta,/destinations/alberta,CHANGED,XLSX,Destinations,Destinations,Destinations,Individual Destination,Alberta,,TRUE,,Indexable,Alberta Vacation Destinations & Places to see & visit | AMA Travel,Alberta,TRUE,TRUE,TRUE,TRUE,4028,Indexable,Alberta,Alberta,TRUE,TRUE,TRUE
/articles/getaway-to-the-rockies-this-winter,/articles/getaway-to-the-rockies-this-winter,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta Winter Vacations | AMA Travel,Getaway to the Rockies This Winter,TRUE,TRUE,TRUE,TRUE,758,Indexable,Alberta Winter Vacations,Getaway to the Rockies This Winter,TRUE,TRUE,TRUE
/articles/alberta-museums-and-collections,/articles/alberta-museums-and-collections,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta’s Most Curious Museums and Collections | AMA Travel,Alberta’s Most Curious Museums and Collections,TRUE,TRUE,TRUE,TRUE,1168,Indexable,Alberta’s Most Curious Museums and Collections,Alberta’s Most Curious Museums and Collections,TRUE,TRUE,TRUE
/articles/alberta-ghost-towns,/articles/alberta-ghost-towns,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,Alberta’s Spookiest Ghost Towns | AMA Travel,Alberta’s Spookiest Ghost Towns,TRUE,TRUE,TRUE,TRUE,1758,Indexable,Alberta Ghost Towns: The Spookiest Abandoned Places!,Alberta Ghost Towns – The Spookiest Abandoned Places for a Road Trip!,TRUE,TRUE,TRUE
/vacation-packages/travel-styles/family,/vacation-packages/family,CHANGED,XLSX,Vacation Packages,Travel Styles,Vacation Packages,Collection Page,Vacation Packages (Family),,TRUE,,Indexable,All Inclusive Family Resorts & Vacation Package Deals | AMA Travel,Family Vacations,TRUE,TRUE,TRUE,TRUE,1298,Indexable,Family Vacations & Packages,Plan the Best Family Vacations,TRUE,TRUE,FALSE
/articles/best-festivals-los-angeles,/articles/best-festivals-los-angeles,SAME,XLSX,Articles,Articles,Content,Article,,,TRUE,,Indexable,All of Los Angeles’ best festivals and events for 2024 | AMA Travel,Los Angeles’ Best Festivals and Events for 2024,TRUE,TRUE,TRUE,TRUE,1469,Indexable,All of Los Angeles’ best festivals and events for 2024,Los Angeles’ Best Festivals and Events for 2024,TRUE,TRUE,TRUE
